ra,dec,pmra,pmdec,parallax,radial_velocity
139.29153287393055,-59.0009756399171,-17.795286645265858,14.776654518067096,7.658813690985329,25.323206
138.8720453002635,-58.733830810520786,-24.704917198583225,20.172642841675295,7.085598305534716,-27.585089
138.87256234797735,-58.73371480127549,-26.642593550474267,19.602282863064197,6.930194818651572,
136.76729506870475,-58.321898668404444,-15.62176466899453,14.375780482159414,7.336396980776104,
135.63692967452909,-55.47469681749936,-26.763347233735495,32.453048316284836,5.84145492965288,
134.92280195829122,-55.75300238164639,-15.711550047335614,13.893832270289627,7.661953389210231,23.076086
135.45154434670718,-55.32484822510787,-14.974003417698142,14.652445632454173,6.968684256892996,
134.33129983248074,-56.23842143780077,-17.30767346148829,26.402146717852283,7.24593438566497,
134.11742497118433,-56.35285075629716,-16.544217333844095,18.1274642444209,7.5014483504706595,
133.41363089914782,-55.63352613527783,-14.530181046470815,13.95346193338614,7.426753971998676,
141.10163516676428,-60.73504128852033,-18.30057733241781,15.147367272602265,7.547221512485154,
140.8625343222017,-60.64461199494773,-17.753579012301177,14.762076055704973,7.4226217832707855,
140.93026806886647,-60.53046500347408,-18.10511537291071,14.870269690154084,7.622671189022043,22.49557
138.3585651148694,-61.924990062876915,-16.518292595862647,19.426691380639117,6.291826513149387,
134.96959317028512,-54.71942544427937,-16.035884091124785,13.79140828039133,7.8752695668788135,
135.3235880844873,-54.9543411484688,-28.425954454570753,23.420774888035925,7.037119043540382,
136.64115947173278,-54.70525829272629,-17.718379686559885,15.59447492343552,7.180661757425181,
141.06916862093192,-54.59419691573577,-18.660023763226324,15.388344968223155,6.494127454817245,
140.93290041332492,-54.53579067122352,-22.47396637300004,13.318042378678857,7.15252335490502,
132.84511314924578,-52.17889278025283,-17.027467303687136,18.617627875819473,5.80150538947071,
134.84947758229106,-54.192470775843944,-20.008773787641022,27.572218478806953,6.630113482300915,
133.28661300237448,-53.6229536925275,-25.82563796488759,22.53294238454815,6.5728890325009885,
130.91201841931897,-51.50681769947729,-23.024530429130863,21.983454995316535,6.534118629158028,13.87717
136.49844846974963,-55.17906301966397,-14.035442857713171,21.074498257719362,6.53146423754617,
137.68076353922805,-54.607866096559334,-21.212153314922745,26.18296998253475,8.053983690960358,
132.70714313421976,-51.77234774635997,-17.54323402195425,26.725861444112283,6.613583219055524,47.093327
135.0606686693101,-53.526004899004256,-13.985729464302867,27.97672447921281,7.175895187939564,
131.6974854185153,-52.20837804957508,-19.51959374235409,16.33405160123191,6.750793938508509,
137.08491882652515,-54.61835498777873,-27.131954781633617,19.132530148232163,6.0837549258992745,
136.78416557994476,-54.66493947557128,-30.645504566484213,18.187774300750615,5.772547029641388,-0.86501664
131.9848520700562,-52.489082655776485,-25.819735884938343,22.151990502599794,6.707356329780291,
136.0058560183065,-54.420664486281765,-23.366659790764864,32.87691446313653,7.4608032547253265,
133.5126274645721,-52.667088482808055,-21.010629753208693,15.741350167459904,5.891897049156584,
134.08014307195594,-52.72340937416571,-16.28443435664888,14.567484577096755,8.298105275945394,
134.12474147240422,-52.712591935405925,-26.231655777321393,21.956478226569047,6.569821080286456,-9.122008
133.00035409970175,-51.8350774167969,-23.899709170086595,20.8273408131686,6.312648301120955,
135.80800586405456,-52.2245862173731,-20.80091853944924,21.863255721304533,5.98115280195007,
133.94052689813788,-52.36709302143886,-12.812090306735533,20.5520473067288,5.770441903297024,
131.50817780378222,-51.878918160879905,-24.649680181074825,21.884701174052516,6.534183579499274,
133.02368036663447,-51.22931476668074,-24.449987314618454,21.012086799445676,6.284674351508066,7.1845903
132.56017239932277,-51.53820914263372,-13.0958632332019,27.235456513540534,7.452111049976296,
133.19535157128732,-52.21383341775174,-26.91525368485603,22.362552102896398,6.613815417198399,
135.95600381280173,-51.91281638081303,-13.496258356368006,17.716965519200855,5.6007768398694315,9.394523
138.2511164071996,-56.025607749161516,-17.632981691196427,13.38536293717615,7.75926850425963,-59.340694
140.18816291174554,-55.9945181043703,-20.236329075891774,13.824397174953315,6.182884222514441,20.967487
140.18934000717297,-55.99423808219385,-21.570136698801967,12.663703816566741,6.376263810172605,19.998116
119.82788769574302,-55.26233435050147,-26.090207522431776,15.42697216380666,5.761177522334293,
120.03190274828451,-54.827937893406364,-22.075091365882784,28.230852002014508,7.2375349335281145,-6.162103
117.28183426883481,-53.00669698866775,-30.028377718295747,25.483209023419725,7.202845171109959,1.4513603
118.02810671355296,-54.09419084572571,-26.00993250602554,21.180209066522664,6.556763530892395,
121.85380213715715,-51.953026215671805,-27.469452391886087,20.287295402663865,6.295347736166596,
120.99470278438706,-52.62176477746683,-28.179825096279057,30.007131487041036,7.208466928885499,
120.99435067929015,-52.62206602914432,-26.94520558135624,28.683130497993695,7.338169110037361,52.095848
118.4803326536722,-54.63583235099183,-29.09816488382431,24.86498828264827,6.657886271731831,
121.29967126079578,-52.98215348567125,-19.95411284402265,23.617530986352904,6.146549062205612,
119.64714322131873,-54.41982209271128,-30.140332608742824,24.514280425965875,7.031948019141028,
119.10601822444978,-54.49531681663564,-21.460950361435383,31.261522146679972,5.87781194875202,
119.10864558120528,-54.49500142596569,-20.570295349799384,33.05839562842582,6.146085644241499,37.975677
119.18005054950989,-54.63704971149898,-30.193261564770083,26.515819724142542,6.291560735225342,
121.21935813734612,-53.696136692250555,-13.080191478114326,22.790947467750115,6.578540092096113,
120.52852927331735,-55.60418218269996,-12.935770678544976,16.12339364962332,5.831322546472991,
121.46631985722325,-53.01392406758143,-23.28101685843646,17.55520165224492,5.999227843597558,11.143509
121.55154210541613,-53.1730344550459,-32.33494970537703,24.404506943327263,7.0968307545631495,-1.9901364
118.30123231255943,-53.16944369998623,-25.68086722388348,18.165230960183468,5.992936200981092,30.097364
121.91949518454729,-55.519656401473554,-17.631526503151235,21.557762924621464,5.575738468703496,
124.08297325737995,-53.487046200110306,-23.014061620096076,25.819361506281567,5.555792719388165,40.535706
124.2113131290027,-53.47463460011357,-19.275544889158205,20.654725511292856,5.693316317876391,6.10671
121.52039927125216,-57.42659451692494,-15.596880628165993,28.784294374953383,7.468218787433525,
121.54082427847214,-56.903689165838266,-17.933586812678406,33.61040326075694,6.675282312935936,
124.66992080075126,-54.21300616477017,-22.305668184639057,21.53305194596456,6.269670156775364,
122.2750114550601,-56.32361389143535,-19.78151541488877,21.9263698170824,6.148941917327414,
137.70811955981085,-56.366437300874196,-13.171005404642756,25.48328104163391,6.312127767716636,
139.7004790826158,-56.549867198711304,-24.818667563889793,18.445888029372348,5.680566586914506,
140.70177144781536,-54.992511043105,-24.55576175315048,15.397694965818589,5.577821151359107,
121.82276484937877,-52.58179107497886,-31.454106927024817,22.483246804092634,7.068025142779675,
127.67586991056722,-59.480391177852,-32.53579546237505,20.36649247955421,6.426300000356306,
127.0786625797922,-59.5983292660159,-28.848830015526197,31.200256733586215,8.046018125639748,
122.75159514910696,-53.22277288141184,-21.073527235364132,12.938707903926542,8.01968658160563,
135.77909024025814,-55.353302659836224,-29.49700635144444,23.939751890223025,7.277778914708899,8.8034525
143.31940908335463,-55.123642923270076,-30.01377148052499,19.596504635020498,6.122623207676586,16.4948
143.31888491289186,-55.12384099262003,-28.296848070053482,17.47435668467055,6.101017932990076,17.743519
138.8888287699298,-56.66068335670792,-14.722671566787627,15.40633961345536,5.8982416279230545,
137.36132059998562,-55.967161506006846,-16.7403224709987,13.861948510316626,7.451128562984647,
137.9667993669546,-60.87131159118679,-13.60935822953552,16.22152877222082,7.009410744725678,
139.4933267759845,-55.92772005490121,-20.965201584584772,30.73884219166599,5.584248930339746,
119.64474336604694,-54.420638628999164,-30.401051623702173,24.401178813462725,7.0089310638049245,
120.24067612242011,-53.688063456295815,-28.122159341745956,25.289128374399755,5.684518479839206,
119.40774080546609,-54.080740297911525,-31.10831179445008,24.759041369145848,7.026125267559598,
121.5227048362561,-54.22887221341666,-31.04317028987089,23.123825316712296,6.853453819263711,
120.50826803956494,-54.242866745259036,-30.18433139153174,21.832426559547393,6.39902382197399,48.29633
136.0363683843306,-51.26058996503558,-29.700599987410623,21.260979210359004,6.4056072819290115,
133.53272564105816,-53.003543719013884,-15.89037970541041,14.0626873848008,8.217920682772192,26.245592
133.55653392240305,-53.383992236723444,-29.437957895804082,22.470783482729082,6.009617380434105,39.413616
133.65323597795575,-53.353683952988575,-23.201498649794484,14.27200443233297,5.564286525525204,18.17387
133.15346687213562,-53.013919639590945,-25.566294759937044,21.707767114320735,6.374930417591256,
133.22838670469937,-53.141166181414135,-27.008794168714108,22.76640870140421,6.703697768999064,-6.753193
134.76243714135154,-52.364782039391244,-26.98510030891649,21.817638926926897,6.557112734001824,
135.84833688267196,-53.060152046127925,-20.052878064255307,22.517304710812766,6.149434876566421,14.844744
134.73755878281474,-53.29634867546602,-19.122379063867843,30.156303063292356,6.2050559513396655,-8.851285
140.6914102659372,-56.42383807412103,-18.706306861226846,12.644470903645153,7.71533298654483,
133.55502205843126,-53.384988618751485,-28.98053094446595,23.57109742268246,6.096719646422078,30.943611
135.93882778101013,-52.65493198460036,-18.245163794572516,22.74045118838328,7.2854907307144,33.167694
141.46204679897846,-56.09349991268101,-19.562439100922603,18.356617690236575,7.955069588203585,
133.16993910852156,-52.12884414535233,-15.84991247036517,14.142803903704024,8.03790681858095,23.988691
123.47254716294108,-54.59101694893422,-24.987739492210146,31.4894828954893,8.074542883141072,
115.26930727504465,-56.06714311870984,-25.85462483359671,25.830757651876127,6.744302145946157,
123.30401898001602,-53.59664198714586,-17.899122426146146,18.39480226936302,7.498089768254628,10.818387
123.88573306681548,-53.537358859010745,-30.43819820591097,23.31621595708376,6.759427209964329,
123.44855516989888,-54.04815832848732,-24.919922878792,24.705356826266204,7.208330317029134,7.407193
120.25654780332694,-54.795905161718146,-31.60618825034989,23.46716727567741,7.0257658687947195,
138.516747259095,-60.984098495408546,-16.66077929528709,15.609461800240918,7.469099103774078,23.374025
122.51034238479244,-55.920041665533404,-24.825587032379225,25.108550913467074,7.766998800387726,31.724157
122.73868436205517,-56.9576100770622,-31.777521763737415,22.339435537817685,7.185587136505786,
121.27548437944542,-56.04743465176033,-30.67511268400749,23.429050921095143,6.799916215637915,
124.23636674697062,-57.24019673128749,-26.61065807472866,24.247276200766073,8.102527745099483,16.68735
124.87972000851218,-57.41409242559867,-32.123598096704,18.261403867521647,5.81784865940319,
125.55534410039972,-56.58233646182811,-25.191412699222937,25.707237217079836,6.188919543489333,16.58203
127.17805256505844,-58.27813863150425,-31.2342237607428,18.086120681747595,6.449475911166738,
125.65262688089581,-57.031778158614536,-25.482572094108967,28.050332801697852,7.845588875979771,
126.22757778540411,-57.59634540579249,-22.397515493635233,16.996571088054555,7.229888787129995,
126.67051375077892,-58.69989483249031,-16.12453019004017,14.100523642035627,5.998170229021207,
123.25506232229928,-52.288279181599734,-18.696693571652474,31.6786805244338,5.8896102384005635,
127.02350197200033,-56.70649892148449,-15.488127615504377,16.829334339693236,5.925387164306254,
128.10355454328706,-57.416520943835884,-20.014965461428964,24.194705019219306,5.9843728737464374,50.210426
125.83434130530856,-56.49901916415291,-16.810122963575207,19.204413963340205,7.484394862606616,16.484875
124.6106313251639,-55.24765782313158,-32.271628034807115,21.606715068598042,6.762006490912339,
119.47183859484099,-53.93453896518872,-13.817842150879429,16.64847132782326,5.592495653103024,
116.46886989106744,-56.33226474558336,-21.00375391538262,20.112200532439783,5.969355818324808,-0.68064725
116.52501497468903,-54.29130185734856,-18.252732642434943,25.298584477857904,6.275056098750811,
119.65881988723837,-53.41329094809543,-28.98657038074567,23.499614870471753,6.848898583537736,
116.77285039732298,-53.5515747434707,-13.765737464922296,25.97565589485508,6.186683800814575,
126.68824746460226,-55.89488730596484,-25.106765106482626,16.277118577595427,6.298554067020276,
124.94142041805428,-55.51366729885271,-32.27819164955088,18.5451046513658,6.657708373529642,
120.94864590679133,-55.59788987251638,-31.68482311522547,24.153852086303104,7.071835194116727,
122.26359154892329,-54.84170751045963,-27.15505223463142,18.262942577764477,5.6698080054728015,
